ra,dec,mag,ci,name
21.793917,-5.91722,6.17,0.220,
21.846417,-69.62944,5.53,1.370,
21.757472,61.12083,4.29,0.520,
21.779889,49.30944,4.23,-0.120,
21.802306,36.58056,6.47,0.000,
21.828083,-12.72306,6.31,0.220,
21.808167,38.64861,6.12,-0.080,
21.790361,60.69278,5.52,1.520,
21.836972,-16.84472,6.38,1.420,
21.824139,20.46250,6.29,-0.100,
21.783611,70.15083,6.29,0.000,
21.830750,30.17417,5.04,-0.030,
21.835750,17.28556,5.29,0.370,
21.827806,41.14889,6.48,0.420,
21.861611,-18.62306,6.16,0.360,
21.821944,61.27278,6.17,1.670,
21.859500,19.82667,5.77,-0.100,
21.851361,39.53667,6.17,-0.080,
21.888278,-13.55167,5.08,0.370,
21.919861,-61.88639,5.90,0.390,
21.898806,-37.36500,3.01,-0.120,Aldhanab
21.874972,28.79333,5.53,0.420,
21.884389,25.92500,5.08,-0.170,
21.866944,55.79694,5.71,-0.130,
21.893722,19.66833,5.68,0.010,
21.899389,6.86444,6.15,0.800,
21.902889,-4.27611,5.71,1.180,
21.860361,65.75278,6.37,0.000,
21.937222,-57.89944,6.19,0.210,
21.909972,-3.30111,6.20,0.480,
21.904833,19.71833,6.39,0.970,
21.932111,-30.60639,6.41,0.930,
21.939667,-37.25361,5.46,0.080,
21.950611,-37.74694,6.18,0.330,
21.965306,-54.99250,4.40,0.280,
21.975028,-59.01222,6.12,0.460,
22.031139,-77.66250,6.41,0.220,
21.914778,56.61139,5.80,0.730,
21.940000,21.23972,6.40,1.700,
21.949000,12.07639,5.54,0.050,
21.922417,61.54194,6.13,1.600,
21.925306,65.32083,5.86,-0.060,
21.970361,-5.42472,6.33,0.370,
21.950611,48.66861,6.42,-0.080,
21.978833,-21.18278,6.12,1.650,
21.988306,-38.39528,5.50,1.000,
22.051056,-76.11861,5.95,0.390,
22.006694,-55.88278,6.01,-0.100,
21.981944,-4.37306,6.22,1.000,
21.944194,63.62556,4.91,1.770,
21.953083,66.15611,6.43,-0.050,
22.002194,6.71750,6.00,-0.120,
22.013944,-28.45361,5.42,-0.090,
22.056000,-56.78611,4.69,1.060,
21.981500,62.69833,5.93,1.670,
22.018056,0.60500,5.58,1.280,
22.007444,33.00611,6.46,0.000,
22.018167,13.11972,5.60,0.340,
22.019222,8.25722,5.65,1.440,
22.036639,-17.90361,6.28,1.010,
21.964167,74.99667,6.35,1.560,
22.040722,-16.96417,6.37,0.420,
22.033722,10.97389,6.37,-0.100,
21.987500,73.18000,5.03,0.440,
22.054556,-6.52250,5.54,0.960,
22.055250,-2.15528,4.69,-0.060,
22.030722,52.88222,5.78,-0.110,
22.055278,11.38639,5.80,-0.070,
22.073306,-29.91667,6.47,1.630,
22.034611,58.00056,5.56,0.060,
22.049083,44.65000,5.60,-0.030,
22.076889,-26.82250,5.96,-0.140,
22.097472,-59.63611,5.62,1.460,
22.079833,-0.90667,5.30,0.230,
22.101917,-39.54333,4.46,1.370,
22.076222,32.94194,6.38,1.100,
22.094667,5.05861,4.84,1.440,
22.096389,-0.31972,2.96,0.980,Sadalmelik
22.086500,26.67389,5.78,1.250,
22.064694,63.11972,5.29,1.580,
22.063167,64.62778,4.29,0.340,Kurhah
22.107278,-13.86972,4.27,-0.070,
22.092972,28.96389,5.70,-0.060,
22.087889,46.74472,6.13,1.610,
22.097389,45.11222,6.44,-0.030,
22.100556,45.01444,5.14,1.570,
22.137222,-46.96111,1.74,-0.130,Alnair
22.083472,62.78556,5.27,1.410,
22.097556,48.23167,6.27,-0.060,
22.085806,62.28000,5.11,0.080,
22.103444,45.24861,6.19,0.090,
22.116861,25.34500,3.76,0.440,
22.139722,-32.98861,4.50,0.050,
22.198694,-76.11611,6.15,1.000,
22.140556,-34.04389,4.99,1.480,
22.103750,56.34306,6.39,-0.100,
22.124611,19.47556,5.75,0.000,
22.125000,18.00056,6.35,1.640,
22.145194,-33.12556,6.37,0.200,
22.130639,21.70278,5.78,-0.100,
22.149722,-18.51972,5.81,-0.170,
22.166111,-48.10722,6.43,1.390,
22.138111,25.54361,6.11,0.270,
22.119333,58.84083,6.32,0.880,
22.123750,53.30722,6.14,0.430,
22.165472,-34.01472,5.37,0.240,
22.137917,49.79639,6.42,0.000,
22.166694,-28.29250,6.44,0.150,
22.169111,-32.54833,4.92,0.480,
22.144722,45.74194,6.11,0.720,
22.153778,33.17222,5.58,1.000,
22.170000,6.19778,3.53,0.080,Biham
22.172528,-3.89417,6.27,-0.010,
22.177083,-11.56500,5.46,-0.120,
22.176056,-4.26722,6.01,0.980,
22.166444,33.17833,4.29,0.460,
22.171944,19.61694,6.18,0.690,
22.172833,14.63000,6.33,1.080,
22.184000,-21.23250,6.09,0.500,
22.177056,11.62444,5.78,1.580,
22.175056,20.97806,6.46,0.120,
22.181000,30.55306,6.32,0.180,
22.197583,16.04056,5.95,0.950,
22.207167,-14.19389,6.03,0.380,
22.186083,50.82333,5.40,0.150,
22.215972,-26.32778,6.17,0.170,
22.180917,58.20111,3.35,1.570,
22.202222,24.95000,5.92,1.510,
22.212167,-4.72083,6.39,0.500,
22.163444,72.34111,4.79,0.920,
22.191861,59.41444,5.04,0.250,
22.229000,-25.18083,5.58,0.490,
22.297361,-77.51167,5.51,0.310,
22.196889,56.83944,5.24,0.510,
22.170917,72.11111,6.37,-0.060,
22.177472,70.13278,5.50,0.380,
22.213278,34.60472,5.33,1.130,
22.199139,59.08472,6.30,1.130,
22.244056,-41.38167,6.23,0.650,
22.238556,-27.76694,5.43,-0.160,
22.200528,60.75944,5.35,1.170,
22.238333,-21.07417,5.32,0.800,
22.333750,-80.43972,5.10,1.470,
22.227389,28.60833,5.89,1.150,
22.206194,63.29139,5.79,1.670,
22.259750,-44.45194,6.10,1.020,
22.231306,39.71500,4.49,1.390,
22.260250,-41.34667,4.79,0.800,
22.230361,45.44083,5.53,0.040,
22.274056,-41.62750,5.10,0.920,
22.245667,42.95389,5.71,0.000,
22.230417,63.16250,6.11,-0.080,
22.266611,8.54944,6.21,0.020,
22.277056,-25.89833,6.15,1.110,
22.214694,73.30722,6.08,1.010,
22.250556,57.04361,4.19,0.280,
22.276000,-1.59639,6.15,0.190,
22.280028,-12.83139,5.34,1.140,
22.283278,-23.14000,6.17,1.050,
22.266167,37.74889,4.13,1.460,
22.280556,-7.78333,4.16,0.980,Ancha
22.281278,-9.04000,5.79,1.160,
22.304333,-53.62778,5.37,0.600,
22.308361,-60.25972,2.86,1.390,
22.274917,27.80417,6.37,0.990,
22.285139,-5.38722,5.75,0.880,
22.527056,-85.96722,5.77,1.020,
22.274028,57.22028,5.88,0.930,
22.301194,-0.23778,6.39,0.440,
22.316889,-13.30500,5.95,1.060,
22.343389,-57.51000,6.34,1.370,
22.315611,37.76944,6.17,0.280,
22.303528,62.80444,5.75,1.260,
22.336639,-7.82111,5.37,-0.060,
22.341000,5.78944,5.37,-0.020,
22.348833,8.18667,6.17,0.440,
22.410222,-72.25556,5.29,0.650,
22.359889,-21.59833,5.13,1.070,
22.350028,26.93528,6.47,1.590,
22.360944,-1.38722,3.84,-0.050,Sadachbia
22.344333,50.98083,6.42,0.000,
22.358639,12.20528,5.01,-0.130,
22.355361,28.33056,4.81,0.000,
22.350444,46.53667,4.57,-0.100,
22.385556,-45.92861,5.62,0.360,
22.430833,-75.01556,6.04,0.640,
22.419583,-70.43167,5.78,0.380,
22.364139,42.07833,6.41,-0.080,
22.391917,-24.76250,5.53,0.990,
22.392250,-7.19444,5.93,1.000,
22.415667,-57.79722,5.32,0.670,
22.394333,20.84833,6.04,0.000,
22.401917,-4.83694,5.78,-0.040,
22.407528,-13.52944,5.76,0.970,
22.383389,57.28444,6.16,-0.130,
22.398389,38.57361,6.22,0.490,
22.383389,62.42000,6.04,0.050,
22.392667,52.22917,4.43,1.020,
22.421278,1.37750,4.66,-0.030,
22.455556,-64.96639,4.48,-0.030,
22.408611,49.47639,4.57,0.090,
22.436306,-23.68250,6.29,-0.030,
22.427972,18.44444,6.26,1.220,
22.442889,-16.74250,6.35,0.610,
22.219611,86.10806,5.27,-0.030,
22.477139,-67.48917,5.55,0.200,
22.443722,4.39361,5.75,0.520,
22.446028,37.44389,6.46,-0.130,
22.464306,4.69556,4.79,1.050,
22.477556,-39.13194,5.47,0.950,
22.457361,39.80972,6.14,-0.140,
22.462833,31.84028,5.98,1.450,
22.487833,-43.49556,3.97,1.030,
22.433556,70.77083,5.47,1.200,
22.480472,-0.02028,4.59,0.000,
22.480583,-0.02000,4.42,0.380,
22.495972,-43.74944,4.11,1.570,
22.451472,65.13222,5.46,0.370,
22.485556,9.12889,5.58,1.550,
22.496111,-27.10722,5.95,0.330,
22.486167,26.76306,5.79,1.250,
22.500417,-12.91500,6.40,0.320,
22.499444,4.43167,5.48,0.380,
22.504833,-14.58583,6.37,-0.040,
22.472139,64.08556,6.29,1.080,
22.514917,-26.07361,6.43,1.080,
22.486194,58.41528,3.75,0.600,
22.492167,47.70694,4.36,1.680,
22.510778,-10.67806,4.82,-0.060,
22.500500,32.57250,5.65,-0.040,
22.501806,49.35611,6.40,1.150,
22.525083,-32.34611,4.29,0.010,
22.590667,-78.77167,6.15,1.380,
22.445139,78.78583,5.83,0.150,
22.508139,43.12333,4.51,-0.090,
22.521778,-2.91111,6.16,1.080,
22.521778,-6.55500,6.14,0.560,
22.550028,-61.98222,4.81,1.610,
22.528139,-10.90556,6.38,0.280,
22.526167,29.54278,6.35,0.190,
22.521528,50.28250,3.77,0.010,
22.543194,20.23000,6.42,0.320,
22.546361,15.86333,6.32,1.190,
22.540667,39.77972,5.88,0.160,
22.538556,54.03750,6.35,0.000,
22.567472,-1.57417,5.89,0.990,
22.498028,78.82417,5.50,0.060,
22.578222,-20.70833,5.20,0.440,
22.598028,-57.88361,6.23,0.200,
22.561278,56.62500,5.71,0.960,
22.593472,-23.99111,5.97,0.990,
22.589278,-0.11750,4.02,-0.090,
22.554722,70.37389,6.34,0.000,
22.537833,76.22639,5.68,0.050,
22.608139,-40.58278,6.28,0.120,
22.609833,-31.66389,5.82,1.090,
22.616333,-40.59111,5.86,0.060,
22.597861,39.63417,5.73,-0.150,
22.602194,35.57722,6.10,1.000,
22.610111,11.69694,6.40,0.000,
22.598167,50.07111,6.29,-0.050,
22.597722,56.07000,6.38,0.120,
22.617972,12.57722,6.30,0.000,
22.613528,35.65250,6.30,1.370,
22.629278,-4.22806,5.03,1.140,Situla
22.639500,-7.89778,6.23,0.780,
22.622889,51.54528,4.63,0.240,
22.645750,-28.74778,6.47,1.040,
22.596139,73.64306,5.08,0.390,
22.647639,-33.08139,5.66,0.050,
22.638194,45.18306,6.40,0.000,
22.647944,19.52222,5.82,0.920,
22.662222,-28.32528,6.31,1.010,
22.680250,-57.42222,5.97,1.460,
22.643861,56.79583,5.21,1.580,
22.654361,39.05028,4.88,-0.200,
22.672861,-30.65889,5.87,1.300,
22.663056,19.68111,6.21,0.000,
22.620278,75.37167,5.79,1.570,
22.659528,37.59278,6.03,0.860,
22.644167,63.58444,5.19,0.060,
22.677611,-27.04361,4.17,-0.110,
22.680000,-3.55417,6.31,0.520,
22.767583,-81.38167,4.15,0.200,
22.681306,14.54944,5.71,0.720,
22.675250,44.27639,4.46,1.330,
22.671778,53.84611,5.93,0.930,
22.691028,10.83139,3.40,-0.090,Homam
22.710250,-47.21056,5.98,0.580,
22.711139,-46.88472,2.10,1.600,Tiaki
22.706139,-29.36083,6.17,1.540,
22.692056,30.96583,6.34,0.000,
22.711972,-44.24778,6.07,0.980,
22.691278,40.22556,5.25,-0.140,
22.695944,29.30750,4.79,-0.010,
22.699278,14.51639,5.90,1.110,
22.693361,41.54944,5.94,0.000,
22.725000,-41.41444,4.85,1.030,
22.717639,-8.31167,6.45,0.170,
22.737917,-60.49944,6.30,0.560,
22.720639,-6.96278,6.41,-0.040,
22.705778,53.90889,6.12,1.620,
22.726472,-18.83028,4.69,1.370,
22.716694,30.22139,2.94,0.860,Matar
22.715417,37.80278,6.43,-0.090,
22.717917,47.16861,6.39,0.470,
22.734778,39.46556,5.95,1.480,
22.760528,-53.50028,4.85,1.180,
22.734861,41.81917,5.08,0.960,
22.761306,-46.54750,5.51,1.320,
22.774528,-49.68583,6.48,1.140,
22.757833,19.36667,6.25,1.050,
22.839694,-80.12417,5.35,-0.150,
22.778222,12.17278,4.19,0.500,
22.769500,44.54611,5.76,0.360,
22.775528,23.56556,3.95,1.070,
22.788639,-34.16111,6.28,1.160,
22.805944,-61.68417,6.37,1.060,
22.792528,-19.61333,5.26,0.940,
22.821500,-70.34778,6.34,0.070,
22.795222,-14.05639,5.66,-0.050,
22.798944,-25.91194,6.30,0.910,
22.809250,-51.31694,3.49,0.080,
22.808389,-10.55556,6.19,0.280,
22.789778,58.48278,6.36,-0.040,
22.803028,37.41667,5.90,1.030,
22.826528,-13.59250,4.01,1.570,
22.833083,-32.80528,6.33,0.310,
22.813278,54.41500,6.12,-0.070,
22.812278,62.93833,6.06,1.200,
22.833389,24.60167,3.48,0.930,Sadalbari
22.850611,-39.15694,5.42,1.430,
22.862472,-59.88139,6.46,1.130,
22.816861,68.57028,6.19,0.000,
22.829500,55.90278,5.43,1.170,
22.869417,-63.18861,6.12,1.030,
22.839389,41.95361,5.92,0.080,
22.844194,19.14083,6.40,0.000,
22.836167,50.67694,6.21,1.140,
22.855806,-29.53611,5.97,0.910,
22.828000,66.20056,3.52,1.050,
22.875444,-32.87556,4.46,-0.040,
22.856333,61.69694,5.60,0.780,
22.873361,9.83556,5.16,0.480,
22.876917,-7.57972,3.74,1.640,
22.867222,43.31250,4.94,1.560,
22.893861,-48.59806,6.04,0.620,
22.910944,-70.07361,6.05,0.660,
22.791389,83.15389,4.74,1.260,
22.883972,16.84111,5.64,1.120,
22.891306,-11.61667,5.80,-0.080,
22.881194,50.41194,6.46,-0.040,
22.886472,40.16722,6.34,-0.080,
22.884389,60.10111,6.01,1.750,
22.894472,44.74917,5.81,0.260,
22.910833,-15.82083,3.27,0.050,Skat
22.909472,-7.20472,6.19,1.280,
22.912639,-16.27194,5.56,1.140,
22.901944,40.37694,5.81,1.130,
22.920806,-36.38861,6.40,1.310,
22.909917,16.94167,6.12,1.770,
22.916528,1.06472,6.11,0.200,
22.919722,-4.98778,5.72,0.880,
22.920472,8.81583,4.90,0.000,
22.917389,37.07694,5.91,0.420,
22.930944,-31.63306,6.10,1.360,
22.932472,-32.53972,4.21,0.970,
22.940000,-31.56556,6.48,1.100,
22.946611,-47.96917,5.70,0.220,
22.929028,36.35167,5.74,-0.050,
22.939889,41.60389,5.59,-0.140,
22.940556,49.73361,4.95,1.780,
22.954778,-4.81000,6.31,0.940,
22.960861,-29.62222,1.16,0.090,Fomalhaut
22.957750,20.76889,5.49,0.670,Helvetios
22.959111,3.81028,6.28,1.120,
22.951250,48.68417,5.43,-0.090,
22.976389,-35.52306,6.13,0.580,
22.961306,39.30889,6.18,-0.150,
22.970972,-2.39528,6.16,0.740,
22.973250,-1.41028,6.37,0.350,
22.850611,85.37361,5.90,1.320,
22.976417,9.35694,6.43,0.640,
22.978500,7.33972,6.33,0.060,
22.986611,11.72889,5.75,0.320,
22.993278,-29.46222,5.51,0.250,
22.993250,-13.07083,6.07,1.450,
22.990944,0.96278,5.43,0.980,
23.001611,-25.16417,5.65,1.250,
22.986194,52.65444,6.29,1.420,
22.985833,59.81472,6.43,0.030,
23.006833,-25.62667,6.29,1.130,
23.014667,-52.75417,4.12,0.980,
22.906889,84.34611,4.71,1.430,
23.018750,-50.95000,5.68,1.420,
23.010528,0.18583,6.21,0.890,
23.011917,3.01167,5.83,1.340,
23.001417,56.94528,5.00,1.420,
23.022056,-28.85361,5.55,1.350,
23.009556,45.37500,6.50,0.000,
23.023056,-22.79083,6.28,0.130,
23.023222,-7.06111,6.21,1.410,
23.025472,-4.71139,5.94,1.000,
23.042778,-36.42083,6.47,0.940,
23.025194,57.10556,6.20,1.500,
23.032028,42.32611,3.62,-0.090,
23.042389,-6.57417,6.15,1.580,
23.045639,-20.87056,5.97,0.940,
23.043417,42.75778,5.10,0.090,
23.058278,-34.74944,5.11,0.290,
23.045889,44.05889,6.39,0.000,
23.081167,-68.82028,5.52,0.360,
23.045500,55.23639,6.50,-0.080,
23.066528,-41.47833,5.79,1.080,
23.064611,3.82000,4.53,-0.120,Fumalsamakah
23.077667,-53.96500,5.37,1.450,
23.062917,28.08278,2.42,1.670,Scheat
23.066944,6.61667,6.41,0.390,
23.056000,58.56472,6.43,0.900,
23.059139,67.20917,5.24,1.260,
23.069722,50.05222,4.65,1.060,
23.079361,15.20528,2.49,-0.040,Markab
23.086056,-7.69361,5.43,0.300,
23.086889,-17.07917,6.14,1.370,
23.085083,16.56306,6.44,0.830,
23.088222,1.30694,6.39,0.940,
23.139917,-79.48083,6.12,0.140,
23.114667,-43.52056,4.28,0.420,
23.105056,18.51750,6.13,0.440,
23.111361,-23.74306,4.47,0.900,
23.114889,-38.89222,5.61,0.010,
23.119306,-49.60667,6.33,1.450,
23.108861,19.91083,6.30,0.490,
23.120750,-50.68639,5.83,0.480,
23.143250,-73.58639,6.15,1.420,
23.116750,9.40944,4.52,1.570,
23.118556,25.46833,4.76,1.340,
23.110250,59.41972,4.85,-0.030,
23.124361,32.82583,6.02,0.120,
23.124639,21.13417,5.99,0.260,
23.119472,52.81639,6.11,1.050,
23.139167,-28.82333,5.60,0.880,
23.119556,59.72750,6.40,-0.010,
23.127583,46.38722,5.33,1.410,
23.129278,49.29583,5.70,0.440,
23.144694,2.12778,5.40,0.910,
23.129917,63.63333,6.26,-0.020,
23.169917,-66.85750,6.47,0.950,
23.203333,-80.91278,6.41,1.500,
23.132556,64.22250,6.21,1.100,
23.157444,-21.17250,3.66,1.220,
23.162389,-28.08861,5.87,1.310,
23.165917,-42.86056,5.81,0.480,
23.158750,8.67722,5.12,1.470,
23.163778,-14.51056,6.42,0.010,
23.165222,-22.45750,4.69,0.650,
23.169389,-40.59167,5.83,1.620,
23.131639,75.38750,4.41,0.800,
23.172667,-45.24667,3.90,1.020,
23.167083,9.82194,5.39,-0.080,
23.162250,59.33306,5.70,0.330,
23.178500,17.59444,5.71,1.340,
23.174222,43.54417,5.94,0.440,
23.195611,8.72000,5.16,0.130,
23.197000,26.84722,6.17,0.940,
23.235167,-62.70000,6.12,0.790,
23.209167,49.40639,4.52,0.290,
23.217778,29.44167,6.35,0.930,
23.221389,57.16833,5.56,1.010,
23.224028,11.06500,5.82,1.010,
23.238722,-6.04889,4.22,1.560,
23.249611,-41.10556,5.77,1.180,
23.244500,-10.68861,6.12,1.490,
23.237306,50.61778,6.31,0.000,
23.239361,29.77167,6.41,0.450,
23.243472,24.10306,6.36,0.000,
23.259528,-3.49639,5.55,0.060,
23.264861,-9.08778,4.21,1.110,
23.262861,28.24778,6.49,0.850,
23.282694,-62.00111,5.66,0.510,
23.243694,74.23111,5.84,0.000,
23.277694,-44.48917,5.92,1.060,
23.280500,-41.19444,6.47,1.080,
23.290500,-58.23583,3.99,0.400,
23.318917,-79.47278,6.33,0.910,
23.280806,-7.72667,5.06,1.600,
23.260500,70.88806,5.56,0.240,
23.286083,3.28222,3.69,0.920,
23.278417,53.21361,5.54,0.520,
23.305556,-67.47111,6.13,1.350,
23.294444,-11.71306,6.34,0.050,
23.287944,45.16417,6.43,1.070,
23.298389,-9.18250,4.39,-0.150,
23.302750,-40.82444,5.53,0.440,
23.295750,49.01528,4.85,1.670,
23.298917,45.48889,6.48,-0.030,
23.467694,-87.48222,5.49,1.270,
23.313722,-32.53194,4.41,1.130,
23.306500,41.77361,6.02,0.000,
23.316028,-9.61083,4.98,-0.020,
23.318528,-13.45889,5.08,0.800,
23.288583,75.29917,6.38,0.030,
23.323333,-5.12444,5.55,0.390,
23.323361,-18.07528,5.93,1.520,
23.317333,45.13722,6.50,0.000,
23.328667,-33.70806,6.37,1.300,
23.310417,68.11167,4.75,0.840,
23.324278,34.79333,6.32,-0.080,
23.324944,48.62528,5.44,1.030,
23.328222,48.38083,6.32,1.120,
23.331222,42.07806,5.79,1.480,
23.347222,-50.30667,6.05,0.420,
23.339056,5.38139,5.05,1.200,
23.344694,-5.90806,6.17,1.070,
23.343944,23.74028,4.60,0.170,Salm
23.337306,61.97000,6.45,0.000,
23.347111,30.41500,5.59,1.500,
23.354306,-26.98667,5.64,0.820,
23.345556,44.11639,6.13,0.170,
23.348139,38.18222,5.77,0.460,
23.342944,62.21306,6.39,1.610,
23.365250,31.81250,5.32,-0.110,
23.382472,-60.05583,6.09,1.600,
23.377556,-15.03917,5.20,0.200,
23.377917,20.82861,6.29,-0.040,
23.382833,-20.10056,3.97,1.100,
23.384611,12.31389,5.08,1.310,
23.375694,60.13361,5.56,1.680,
23.398417,-53.80833,6.15,0.260,
23.395944,-43.12444,6.10,1.460,
23.392194,0.29139,6.31,1.610,
23.403639,-51.89139,5.75,1.590,
23.402167,-18.68750,6.19,1.020,
23.422056,-56.84917,5.59,1.070,
23.414111,32.38500,5.57,-0.110,
23.413972,62.28278,4.98,1.680,
23.423000,23.40417,4.40,0.610,Alkarab
23.434111,-20.64194,4.39,1.470,
23.443500,-52.72167,5.52,0.400,
23.452000,-66.58111,6.45,1.470,
23.454167,-58.47611,5.63,0.980,
23.452528,-50.15722,6.20,-0.080,
23.448889,1.25556,4.94,0.030,
23.454111,1.12250,6.25,1.020,
23.452056,42.91194,5.75,0.000,
23.466861,-35.54444,6.32,1.200,
23.461222,25.16722,5.98,-0.060,
23.466139,6.37889,4.28,1.070,
23.468111,-11.44972,6.37,0.900,
23.454611,70.35972,5.60,0.190,
23.483611,-63.11083,5.68,-0.170,
23.483556,-44.49778,6.43,1.180,
23.483500,-9.26611,6.18,1.440,
23.484889,23.04778,6.35,0.000,
23.485917,12.76056,4.55,0.940,
23.492250,-4.53278,6.25,1.090,
23.502056,49.13306,6.17,1.460,
23.500556,58.54889,4.91,-0.120,
23.511028,38.66194,6.05,0.990,
23.516972,-6.28833,6.39,1.260,
23.524167,-44.84361,6.02,1.020,
23.521500,39.23639,5.22,1.020,Veritate
23.525417,-4.08722,6.49,0.540,
23.528361,-21.36944,6.29,0.330,
23.528639,28.40361,6.41,0.010,
23.532667,-1.08583,6.38,1.180,
23.555417,-77.38528,5.81,0.680,
23.549528,-37.81833,4.37,-0.090,
23.450222,87.30750,5.58,0.230,
23.554611,-20.91444,4.71,0.020,
23.557806,22.49889,5.32,1.600,
23.561861,45.05806,6.24,0.980,
23.565417,20.84083,6.06,1.730,
23.565889,31.32528,4.98,1.380,
23.569167,-1.24750,5.87,0.300,
23.580389,-15.24583,5.96,1.360,
23.577083,40.23639,5.59,0.100,
23.577278,33.49722,5.63,1.030,
23.584611,-42.61500,4.71,0.080,
23.579639,38.02389,6.18,1.580,
23.592250,-7.46444,6.39,0.880,
23.583056,71.64222,5.84,1.800,
23.598861,24.56111,6.45,1.730,
23.606472,2.10222,5.68,0.440,
23.608472,32.90417,6.35,0.460,
23.640028,-76.87000,6.00,0.900,
23.627667,-13.06028,5.65,1.030,
23.630833,-45.49250,4.74,0.080,
23.627722,16.82556,6.26,0.000,
23.626083,46.45806,3.82,1.010,
23.625556,44.42917,5.80,-0.060,
23.632444,18.40056,5.53,0.000,
23.635611,43.26806,4.29,-0.100,
23.657778,-46.63778,6.09,0.240,
23.652306,50.47167,5.30,-0.060,
23.663083,-14.22167,5.00,0.240,
23.665833,5.62639,4.13,0.510,
23.665306,9.67722,5.97,0.200,
23.652889,75.29278,5.95,0.130,
23.655861,74.00278,5.98,0.890,
23.655778,77.63250,3.21,1.030,Errai
23.677278,-32.07306,5.31,0.970,
23.673472,44.33389,4.14,-0.080,
23.677944,36.72083,6.23,0.390,
23.685806,-11.68056,5.89,1.000,
23.692917,-18.02722,5.34,1.570,
23.690806,49.51222,6.26,0.190,
23.696056,-17.81639,4.82,0.820,
23.699083,7.25056,5.89,0.100,
23.700778,1.78000,4.50,0.200,
23.698472,57.26000,6.24,0.000,
23.707750,-15.44778,5.28,1.370,
23.712028,-14.54500,4.49,-0.040,
23.708750,61.67944,6.40,1.240,
23.722889,10.33139,5.06,1.680,
23.730417,-15.28444,6.36,1.580,
23.733722,-45.08333,6.09,0.980,
23.740389,-70.49028,6.07,0.910,
23.744639,-78.79139,5.75,1.110,
23.736667,-64.40444,5.72,1.400,
23.733194,29.36167,4.93,0.950,
23.736694,-18.27694,5.24,-0.080,
23.741361,-26.24639,6.17,0.500,
23.767000,-40.18250,6.31,0.200,
23.766917,-18.67806,5.29,0.280,
23.767250,46.42028,4.95,1.110,
23.773194,3.48667,5.04,2.600,
23.776861,66.78222,5.95,-0.040,
23.787778,-50.22667,5.18,-0.190,
23.784306,58.65194,4.87,1.110,
23.787750,-11.91083,5.73,1.080,
23.783861,57.45139,5.51,1.650,
23.792556,46.83250,6.07,-0.140,
23.799028,-2.76167,5.49,0.940,
23.798556,67.80694,5.04,-0.010,
23.809028,-6.38056,6.07,1.450,
23.813694,2.21417,6.46,0.440,
23.815444,-28.13028,4.57,0.010,
23.810833,64.87639,6.41,0.060,
23.813944,62.21444,5.43,0.670,
23.814972,59.97889,6.34,-0.010,
23.820000,58.96306,6.33,0.400,
23.825444,-15.86111,6.24,1.220,
23.824306,1.07611,5.77,0.160,
23.828056,36.42528,5.90,0.790,
23.827611,28.84250,5.97,0.190,
23.830444,-25.33139,6.42,0.120,
23.837417,-9.97417,5.94,1.130,
23.839528,51.62167,6.44,0.370,
23.842583,-14.40194,5.72,1.510,
23.855889,9.31333,5.79,1.660,
23.855917,-18.90889,5.18,-0.140,
23.868444,-82.01889,5.11,0.920,
23.866083,2.93028,5.55,1.530,
23.873167,21.67083,6.11,1.590,
23.874806,19.12028,5.08,1.600,
23.875000,-14.25111,5.87,1.280,
23.873639,75.54472,6.39,0.980,
23.876972,10.94750,5.30,0.180,
23.880694,-8.99667,5.75,1.170,
23.882111,-3.15556,5.93,1.070,
23.884667,2.09056,6.28,-0.010,
23.889111,-24.22917,6.24,0.190,
23.905944,-27.04222,6.35,0.200,
23.906389,57.49944,4.54,1.220,
23.910722,-40.30000,6.03,0.570,
23.912944,0.10917,5.61,1.590,
23.918833,7.07111,6.21,-0.070,
23.921278,-31.92167,6.10,-0.080,
23.926028,57.41222,6.00,0.210,
23.926000,47.35583,6.00,1.160,
23.941639,-24.73722,6.31,0.920,
23.944861,22.64806,6.15,1.600,
23.951000,42.65833,5.97,0.690,
23.952306,-26.62361,6.26,1.450,
23.952361,55.70583,5.55,0.490,
23.955528,-62.95639,5.97,0.110,
23.959083,-82.17000,5.73,1.050,
23.959778,-64.29833,5.00,0.060,
23.959306,60.02361,6.47,0.010,
23.962639,25.14139,4.66,1.590,
23.972556,-15.84750,6.26,1.080,
23.973556,51.38861,4.80,1.830,
23.977889,-3.55611,4.86,0.930,
23.982167,-52.74583,5.13,1.130,
23.983472,55.75500,4.88,-0.070,
23.988528,6.86333,4.01,0.420,
23.991083,-29.48500,5.62,1.600,
23.998611,-65.57722,4.50,-0.080,
0.005333,-44.29056,6.29,0.760,
0.006639,26.91833,6.46,0.500,
0.008583,59.55972,6.19,1.010,
0.012139,45.25333,6.38,-0.070,
0.017917,-48.81000,5.71,0.910,
0.022222,-50.33722,5.53,1.600,
0.022028,49.98167,6.22,0.970,
0.026583,-77.06583,4.78,1.270,
0.026917,61.22306,5.55,0.410,
0.028833,42.36722,6.25,-0.030,
0.030389,-3.02750,5.10,-0.120,
0.036167,27.08194,5.75,0.670,
0.032667,-6.01417,4.41,1.630,
0.038861,-29.72028,5.01,-0.150,
0.040056,8.95694,6.32,0.180,
0.041583,8.48556,5.63,0.290,
0.043361,66.09889,5.86,1.090,
0.049333,-20.04611,6.25,0.530,
